Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Emission,648.302748,678.415216,719.960626,815.321305,860.276374,864.983179,857.108684,911.914756,936.222158,1123.004157,1219.838812,1237.525616,1252.245545,1345.392366,1258.399076,1169.238086,1362.004894,1219.061336,1199.007332,1217.994517,1203.475215,1092.701629,1085.461277,964.959416,1121.825843,1184.582594,918.987982,926.578831,956.917836,983.504021,993.231916,986.206501,953.116262,937.177121,927.507506,947.341587,961.401106,965.583004,967.250559,961.730152,964.295029,983.115005,992.188008,1015.221528,1032.927611,1055.902574,1070.405527,1066.48647,1059.655787,1074.233886,1034.650848,1031.428897,1044.966886,1023.143453,1002.769833,991.580805,991.156984,992.850197,993.90847
